parent;unspsc;name;id_name
Language schooling;86111702;Foreign language immersion instruction;Bahan baku, bahan kimia, kertas, bahan bakar
Alternative educational systems;86111800;Educational exchanges;Bahan baku, bahan kimia, kertas, bahan bakar
Educational exchanges;86111801;Educational exchanges between universities;Bahan baku, bahan kimia, kertas, bahan bakar
Educational exchanges;86111802;Educational exchanges between schools;Bahan baku, bahan kimia, kertas, bahan bakar
Educational institutions;86121500;Elementary and secondary schools;Sekolah dasar dan menengah
Educational institutions;86121600;Junior colleges;Bahan baku, bahan kimia, kertas, bahan bakar
Junior colleges;86121601;Community colleges;Bahan baku, bahan kimia, kertas, bahan bakar
Junior colleges;86121602;Technical institutes;Bahan baku, bahan kimia, kertas, bahan bakar
Educational institutions;86121700;University and colleges;Bahan baku, bahan kimia, kertas, bahan bakar
University and colleges;86121701;Undergraduate programs;Bahan baku, bahan kimia, kertas, bahan bakar
University and colleges;86121702;Postgraduate programs;Bahan baku, bahan kimia, kertas, bahan bakar
Educational institutions;86121800;Professional schools;Bahan baku, bahan kimia, kertas, bahan bakar
Professional schools;86121802;Theological seminaries;Seminari teologi
Professional schools;86121803;Technical professional schools;Bahan baku, bahan kimia, kertas, bahan bakar
Professional schools;86121804;Non technical professional schools;Bahan baku, bahan kimia, kertas, bahan bakar
Specialized educational services;86131500;Fine arts;Bahan baku, bahan kimia, kertas, bahan bakar
Fine arts;86131501;Theater studies;Bahan baku, bahan kimia, kertas, bahan bakar
Fine arts;86131502;Painting;Bahan baku, bahan kimia, kertas, bahan bakar
Fine arts;86131503;Sculpture;Bahan baku, bahan kimia, kertas, bahan bakar
Fine arts;86131504;Media studies;Bahan baku, bahan kimia, kertas, bahan bakar
Specialized educational services;86131600;Music and drama;Musik dan drama
Music and drama;86131601;Music schools;Bahan baku, bahan kimia, kertas, bahan bakar
Music and drama;86131602;Dance education;Bahan baku, bahan kimia, kertas, bahan bakar
Music and drama;86131603;Drama studies;Bahan baku, bahan kimia, kertas, bahan bakar
Specialized educational services;86131700;Driving and flying and sailing;Bahan baku, bahan kimia, kertas, bahan bakar
Driving and flying and sailing;86131701;Vehicle driving schools services;Bahan baku, bahan kimia, kertas, bahan bakar
Specialized educational services;86131800;Military education;Bahan baku, bahan kimia, kertas, bahan bakar
Military education;86131803;Military police training;Bahan baku, bahan kimia, kertas, bahan bakar
Specialized educational services;86131900;Schools for people with disabilities;Sekolah untuk penyandang disabilitas
Educational facilities;86141500;Educational guidance services;Bahan baku, bahan kimia, kertas, bahan bakar
Educational guidance services;86141501;Educational advisory services;Bahan baku, bahan kimia, kertas, bahan bakar
Educational facilities;86141600;Students organizations;Bahan baku, bahan kimia, kertas, bahan bakar
Educational facilities;86141700;Educational technology;Bahan baku, bahan kimia, kertas, bahan bakar
Educational technology;86141702;Audio visual technology;Bahan baku, bahan kimia, kertas, bahan bakar
Educational technology;86141703;Computer programmed instruction;Bahan baku, bahan kimia, kertas, bahan bakar
Educational technology;86141704;Library or documentation services;Bahan baku, bahan kimia, kertas, bahan bakar
Restaurants and catering;90101500;Eating and drinking establishments;Tempat makan dan minum
Eating and drinking establishments;90101501;Restaurants;Bahan baku, bahan kimia, kertas, bahan bakar
Eating and drinking establishments;90101502;Bars;Bahan baku, bahan kimia, kertas, bahan bakar
Eating and drinking establishments;90101503;Fast food establishments;Bahan baku, bahan kimia, kertas, bahan bakar
Eating and drinking establishments;90101504;On street food vendors;Bahan baku, bahan kimia, kertas, bahan bakar
Restaurants and catering;90101600;Banquet and catering services;Bahan baku, bahan kimia, kertas, bahan bakar
Banquet and catering services;90101601;Banquet facilities;Bahan baku, bahan kimia, kertas, bahan bakar
Banquet and catering services;90101602;Party tent services;Bahan baku, bahan kimia, kertas, bahan bakar
Banquet and catering services;90101603;Catering services;Layanan katering
Banquet and catering services;90101604;Construction or work site catering services;Bahan baku, bahan kimia, kertas, bahan bakar
Restaurants and catering;90101700;Cafeteria services;Bahan baku, bahan kimia, kertas, bahan bakar
Cafeteria services;90101701;On site cafeteria management;Bahan baku, bahan kimia, kertas, bahan bakar
Restaurants and catering;90101800;Carryout and takeaway services;Bahan baku, bahan kimia, kertas, bahan bakar
Carryout and takeaway services;90101801;Professionally prepared carryout meals;Bahan baku, bahan kimia, kertas, bahan bakar
Carryout and takeaway services;90101802;Delivered meals services;Bahan baku, bahan kimia, kertas, bahan bakar
Hotels and lodging and meeting facilities;90111500;Hotels and motels and inns;Bahan baku, bahan kimia, kertas, bahan bakar
Hotels and motels and inns;90111501;Hotels;Hotel
Hotels and motels and inns;90111502;Lodges or resorts;Bahan baku, bahan kimia, kertas, bahan bakar
Hotels and motels and inns;90111503;Bed and breakfast inns;Bahan baku, bahan kimia, kertas, bahan bakar
Hotels and motels and inns;90111504;Cottage rental services;Bahan baku, bahan kimia, kertas, bahan bakar
Hotels and lodging and meeting facilities;90111600;Meeting facilities;Bahan baku, bahan kimia, kertas, bahan bakar
Meeting facilities;90111601;Conference centers;Bahan baku, bahan kimia, kertas, bahan bakar
Meeting facilities;90111602;Videoconferencing facilities;Bahan baku, bahan kimia, kertas, bahan bakar
Meeting facilities;90111603;Meeting or banquet rooms;Bahan baku, bahan kimia, kertas, bahan bakar
Hotels and lodging and meeting facilities;90111700;Camping and wilderness facilities;Fasilitas berkemah dan hutan belantara
Camping and wilderness facilities;90111701;Campsites;Bahan baku, bahan kimia, kertas, bahan bakar
Camping and wilderness facilities;90111702;Government owned parks;Bahan baku, bahan kimia, kertas, bahan bakar
Camping and wilderness facilities;90111703;Recreational vehicle campsite facilities;Bahan baku, bahan kimia, kertas, bahan bakar
Travel facilitation;90121500;Travel agents;Bahan baku, bahan kimia, kertas, bahan bakar
Travel agents;90121502;Travel agencies;Bahan baku, bahan kimia, kertas, bahan bakar
Travel facilitation;90121600;Travel document assistance;Bahan baku, bahan kimia, kertas, bahan bakar
Travel document assistance;90121601;Passport services;Bahan baku, bahan kimia, kertas, bahan bakar
Travel document assistance;90121602;Visa or auxiliary document services;Layanan visa atau dokumen tambahan
Travel facilitation;90121700;Guides and interpreters;Bahan baku, bahan kimia, kertas, bahan bakar
Personal appearance;91101500;Spa and workout and rejuvenation facilities;Bahan baku, bahan kimia, kertas, bahan bakar
Spa and workout and rejuvenation facilities;91101501;Health or fitness clubs;Bahan baku, bahan kimia, kertas, bahan bakar
Domestic and personal assistance;91111500;Laundering services;Bahan baku, bahan kimia, kertas, bahan bakar
Laundering services;91111502;Laundry services;Bahan baku, bahan kimia, kertas, bahan bakar
Domestic and personal assistance;91111600;Household assistance and care;Bahan baku, bahan kimia, kertas, bahan bakar
Domestic and personal assistance;91111700;Consumer buying and bartering services;Bahan baku, bahan kimia, kertas, bahan bakar
Domestic and personal assistance;91111800;Personal item care and storage;Perawatan dan penyimpanan barang pribadi
Domestic and personal assistance;91111900;Personal care services;Bahan baku, bahan kimia, kertas, bahan bakar
Public order and safety;92101500;Police services;Bahan baku, bahan kimia, kertas, bahan bakar
Police services;92101501;Policing services;Bahan baku, bahan kimia, kertas, bahan bakar
Police services;92101502;Special weapons and tactics SWAT or riot teams;Bahan baku, bahan kimia, kertas, bahan bakar
Police services;92101503;Community outreach programs;Bahan baku, bahan kimia, kertas, bahan bakar
Police services;92101504;Crime deterrence programs;Bahan baku, bahan kimia, kertas, bahan bakar
Public order and safety;92101600;Fire services;Bahan baku, bahan kimia, kertas, bahan bakar
Fire services;92101601;Municipal or national firefighting services;Layanan pemadam kebakaran kota atau nasional
Fire services;92101602;Volunteer fire department services;Bahan baku, bahan kimia, kertas, bahan bakar
Fire services;92101603;Fire prevention services;Bahan baku, bahan kimia, kertas, bahan bakar
Fire services;92101604;Forest or wilderness firefighting services;Bahan baku, bahan kimia, kertas, bahan bakar
Public order and safety;92101700;Jail and prison system;Bahan baku, bahan kimia, kertas, bahan bakar
Jail and prison system;92101701;Jail or prison or penitentiary services;Bahan baku, bahan kimia, kertas, bahan bakar
Jail and prison system;92101702;Youth camps or facilities services;Bahan baku, bahan kimia, kertas, bahan bakar
Jail and prison system;92101703;Half way house services;Bahan baku, bahan kimia, kertas, bahan bakar
Jail and prison system;92101704;Mentally impaired criminal facilities;Fasilitas kriminal cacat mental
Public order and safety;92101800;Court system;Bahan baku, bahan kimia, kertas, bahan bakar
Public order and safety;92101900;Rescue services;Bahan baku, bahan kimia, kertas, bahan bakar
Rescue services;92101901;Search and rescue teams;Bahan baku, bahan kimia, kertas, bahan bakar
Rescue services;92101902;Ambulance services;Bahan baku, bahan kimia, kertas, bahan bakar
Rescue services;92101903;Life saving helicopter services;Bahan baku, bahan kimia, kertas, bahan bakar
Rescue services;92101904;Lifeguard services for pool or beach;Bahan baku, bahan kimia, kertas, bahan bakar
Military services and national defense;92111500;Maintenance of international peace and security;Bahan baku, bahan kimia, kertas, bahan bakar
Maintenance of international peace and security;92111501;Dispute mediation or conciliation or negotiation or settlement;Mediasi sengketa atau konsiliasi atau negosiasi atau penyelesaian
Maintenance of international peace and security;92111502;Peace keeping operations;Bahan baku, bahan kimia, kertas, bahan bakar
Maintenance of international peace and security;92111503;Cease fire agreements or truce supervision;Bahan baku, bahan kimia, kertas, bahan bakar
Maintenance of international peace and security;92111504;Fact finding missions;Bahan baku, bahan kimia, kertas, bahan bakar
Maintenance of international peace and security;92111505;War prevention strategies;Bahan baku, bahan kimia, kertas, bahan bakar
Maintenance of international peace and security;92111506;Counterterrorism;Bahan baku, bahan kimia, kertas, bahan bakar
Maintenance of international peace and security;92111507;Embargoes;Bahan baku, bahan kimia, kertas, bahan bakar
Military services and national defense;92111600;Disarmament;Bahan baku, bahan kimia, kertas, bahan bakar
Disarmament;92111601;Arms limitations;Keterbatasan lengan
Disarmament;92111602;Conventional arms disarmament;Bahan baku, bahan kimia, kertas, bahan bakar
Disarmament;92111603;Nuclear freezes or disarmament;Bahan baku, bahan kimia, kertas, bahan bakar
Disarmament;92111604;Weapons destruction;Bahan baku, bahan kimia, kertas, bahan bakar
Disarmament;92111605;Disarmament negotiations or agreements;Bahan baku, bahan kimia, kertas, bahan bakar
Disarmament;92111606;Mutual or balanced force reductions;Bahan baku, bahan kimia, kertas, bahan bakar
Military services and national defense;92111700;Military science and research;Bahan baku, bahan kimia, kertas, bahan bakar
Military services and national defense;92111800;Military personnel and discipline;Bahan baku, bahan kimia, kertas, bahan bakar
Military services and national defense;92111900;Military policy;Kebijakan militer
Military services and national defense;92112000;Military zones;Bahan baku, bahan kimia, kertas, bahan bakar
Military services and national defense;92112100;Nuclear warfare;Bahan baku, bahan kimia, kertas, bahan bakar
Military services and national defense;92112200;Military tactics;Bahan baku, bahan kimia, kertas, bahan bakar
Military services and national defense;92112300;Military bases;Bahan baku, bahan kimia, kertas, bahan bakar
Military services and national defense;92112400;Armed conflicts and incidents;Bahan baku, bahan kimia, kertas, bahan bakar
Security and personal safety;92121500;Guard services;Bahan baku, bahan kimia, kertas, bahan bakar
Guard services;92121502;Burglary protection services;Bahan baku, bahan kimia, kertas, bahan bakar
Guard services;92121503;Guard dog rental;Penyewaan anjing penjaga
Guard services;92121504;Security guard services;Bahan baku, bahan kimia, kertas, bahan bakar
Security and personal safety;92121600;Detective services;Bahan baku, bahan kimia, kertas, bahan bakar
Detective services;92121601;Detective agencies;Bahan baku, bahan kimia, kertas, bahan bakar
Detective services;92121602;Fingerprint services;Bahan baku, bahan kimia, kertas, bahan bakar
Detective services;92121603;Lie detection services;Bahan baku, bahan kimia, kertas, bahan bakar
Detective services;92121604;Private investigation services;Bahan baku, bahan kimia, kertas, bahan bakar
Security and personal safety;92121700;Security systems services;Bahan baku, bahan kimia, kertas, bahan bakar
Security systems services;92121701;Surveillance or alarm maintenance or monitoring;Pengawasan atau pemeliharaan atau pemantauan alarm
Security systems services;92121702;Fire alarm maintenance or monitoring;Bahan baku, bahan kimia, kertas, bahan bakar
Political systems and institutions;93101500;Political bodies;Bahan baku, bahan kimia, kertas, bahan bakar
Political bodies;93101504;Political legislature services;Bahan baku, bahan kimia, kertas, bahan bakar
Political systems and institutions;93101600;Political officials;Bahan baku, bahan kimia, kertas, bahan bakar
Political officials;93101601;Cabinet officers services;Bahan baku, bahan kimia, kertas, bahan bakar
Political officials;93101602;Governors services;Bahan baku, bahan kimia, kertas, bahan bakar
Political officials;93101603;Heads of states services;Bahan baku, bahan kimia, kertas, bahan bakar
Political officials;93101604;Presidential services;Layanan kepresidenan
Political officials;93101605;Prime ministers services;Bahan baku, bahan kimia, kertas, bahan bakar
Political officials;93101607;Statesmen services;Bahan baku, bahan kimia, kertas, bahan bakar
Political officials;93101608;Parliament members services;Bahan baku, bahan kimia, kertas, bahan bakar
Political systems and institutions;93101700;Legislative bodies and practice;Bahan baku, bahan kimia, kertas, bahan bakar
Legislative bodies and practice;93101701;National council services;Bahan baku, bahan kimia, kertas, bahan bakar
Legislative bodies and practice;93101702;Corporate states;Bahan baku, bahan kimia, kertas, bahan bakar
Legislative bodies and practice;93101703;Bill drafting services;Bahan baku, bahan kimia, kertas, bahan bakar
Legislative bodies and practice;93101704;Legislative hearings services;Layanan dengar pendapat legislatif
Legislative bodies and practice;93101705;Intelligence services;Bahan baku, bahan kimia, kertas, bahan bakar
Legislative bodies and practice;93101706;Legislators services;Bahan baku, bahan kimia, kertas, bahan bakar
Legislative bodies and practice;93101707;Parliamentary practice services;Bahan baku, bahan kimia, kertas, bahan bakar
Socio political conditions;93111500;Political movements;Bahan baku, bahan kimia, kertas, bahan bakar
Political movements;93111501;Extremist movements;Bahan baku, bahan kimia, kertas, bahan bakar
Political movements;93111502;Peace movements;Bahan baku, bahan kimia, kertas, bahan bakar
Political movements;93111503;Protest movements;Bahan baku, bahan kimia, kertas, bahan bakar
Political movements;93111504;Underground movements;Gerakan bawah tanah
Political movements;93111505;Student movements;Bahan baku, bahan kimia, kertas, bahan bakar
Political movements;93111506;Peasant movements;Bahan baku, bahan kimia, kertas, bahan bakar
Political movements;93111507;Opposition movements;Bahan baku, bahan kimia, kertas, bahan bakar
Socio political conditions;93111600;Political representation and participation;Bahan baku, bahan kimia, kertas, bahan bakar
Political representation and participation;93111601;Political representation;Bahan baku, bahan kimia, kertas, bahan bakar
Political representation and participation;93111602;Political participation;Bahan baku, bahan kimia, kertas, bahan bakar
Political representation and participation;93111603;Proportional representation;Bahan baku, bahan kimia, kertas, bahan bakar
Political representation and participation;93111604;Vote catcher services;Layanan penangkap suara
Political representation and participation;93111605;Voter registration or counting or analysis or scrutiny services;Bahan baku, bahan kimia, kertas, bahan bakar
Political representation and participation;93111606;Pressure groups representation or participation services;Bahan baku, bahan kimia, kertas, bahan bakar
Political representation and participation;93111607;Election analysis services;Bahan baku, bahan kimia, kertas, bahan bakar
Political representation and participation;93111608;Election organization services;Bahan baku, bahan kimia, kertas, bahan bakar
International relations;93121500;Diplomacy;Bahan baku, bahan kimia, kertas, bahan bakar
Diplomacy;93121501;Diplomatic services;Bahan baku, bahan kimia, kertas, bahan bakar
Diplomacy;93121502;Consular services;Bahan baku, bahan kimia, kertas, bahan bakar
Diplomacy;93121503;Diplomats security services;Layanan keamanan diplomat
Diplomacy;93121504;Diplomatic privileges or immunities services;Bahan baku, bahan kimia, kertas, bahan bakar
Diplomacy;93121505;State immunities services;Bahan baku, bahan kimia, kertas, bahan bakar
Diplomacy;93121506;Embassies or Ambassadors services;Bahan baku, bahan kimia, kertas, bahan bakar
Diplomacy;93121507;State visits organization services;Bahan baku, bahan kimia, kertas, bahan bakar
Diplomacy;93121508;International law prescription services;Bahan baku, bahan kimia, kertas, bahan bakar
Diplomacy;93121509;International law promotion or recognition services;Bahan baku, bahan kimia, kertas, bahan bakar
International relations;93121600;International relations and cooperation;Bahan baku, bahan kimia, kertas, bahan bakar
International relations and cooperation;93121601;Multilateral cooperation services;Layanan kerja sama multilateral
International relations and cooperation;93121604;International economic cooperation services;Bahan baku, bahan kimia, kertas, bahan bakar
International relations and cooperation;93121605;North south cooperation services;Bahan baku, bahan kimia, kertas, bahan bakar
International relations and cooperation;93121606;East west cooperation services;Bahan baku, bahan kimia, kertas, bahan bakar
International relations and cooperation;93121607;International cooperation services;Bahan baku, bahan kimia, kertas, bahan bakar
International relations and cooperation;93121608;Non governmental liaison services;Bahan baku, bahan kimia, kertas, bahan bakar
International relations and cooperation;93121609;Non aligned countries cooperation;Bahan baku, bahan kimia, kertas, bahan bakar
International relations and cooperation;93121610;Aligned countries cooperation;Bahan baku, bahan kimia, kertas, bahan bakar
International relations and cooperation;93121612;Peace treaties cooperation;Kerja sama perjanjian damai
International relations and cooperation;93121613;Treaty signature or accessions or rectification services;Bahan baku, bahan kimia, kertas, bahan bakar
International relations and cooperation;93121614;International watercourse cooperation services;Bahan baku, bahan kimia, kertas, bahan bakar
International relations and cooperation;93121615;Territorial claims or negotiations third party services;Bahan baku, bahan kimia, kertas, bahan bakar
International relations;93121700;International organizations;Bahan baku, bahan kimia, kertas, bahan bakar
International organizations;93121701;System of organizations services;Bahan baku, bahan kimia, kertas, bahan bakar
International organizations;93121703;Economic or social council services;Bahan baku, bahan kimia, kertas, bahan bakar
International organizations;93121704;Secretariat services;Bahan baku, bahan kimia, kertas, bahan bakar
International organizations;93121706;General assembly services;Layanan perakitan umum
International organizations;93121707;International court of justice services;Bahan baku, bahan kimia, kertas, bahan bakar
International organizations;93121708;International political organizations services;Bahan baku, bahan kimia, kertas, bahan bakar
International organizations;93121709;International charity organizations services;Bahan baku, bahan kimia, kertas, bahan bakar
International organizations;93121710;International human relief organizations services;Bahan baku, bahan kimia, kertas, bahan bakar
Humanitarian aid and relief;93131500;Refugee programs;Bahan baku, bahan kimia, kertas, bahan bakar
Refugee programs;93131501;Protection of human rights services;Bahan baku, bahan kimia, kertas, bahan bakar
Refugee programs;93131502;Promotion of human rights services;Bahan baku, bahan kimia, kertas, bahan bakar
Refugee programs;93131503;Human rights education or information dissemination services;Layanan pendidikan atau penyebaran informasi hak asasi manusia
Refugee programs;93131504;Refugee emergency assistance services;Bahan baku, bahan kimia, kertas, bahan bakar
Refugee programs;93131505;Refugee camps services;Bahan baku, bahan kimia, kertas, bahan bakar
Refugee programs;93131506;Refugee resettlements or repatriation services;Bahan baku, bahan kimia, kertas, bahan bakar
Refugee programs;93131507;Displaced persons assistance services;Bahan baku, bahan kimia, kertas, bahan bakar
Humanitarian aid and relief;93131600;Food and nutrition policy planning and programs;Bahan baku, bahan kimia, kertas, bahan bakar
Food and nutrition policy planning and programs;93131601;Hunger eradication programs;Bahan baku, bahan kimia, kertas, bahan bakar
Food and nutrition policy planning and programs;93131602;Emergency food supply services;Bahan baku, bahan kimia, kertas, bahan bakar
Food and nutrition policy planning and programs;93131603;World food program services;Layanan program pangan dunia
Food and nutrition policy planning and programs;93131609;Food aid policies or programs;Bahan baku, bahan kimia, kertas, bahan bakar
Food and nutrition policy planning and programs;93131610;Food planning services;Bahan baku, bahan kimia, kertas, bahan bakar
Food and nutrition policy planning and programs;93131611;Food security services;Bahan baku, bahan kimia, kertas, bahan bakar
Humanitarian aid and relief;93131700;Health programs;Bahan baku, bahan kimia, kertas, bahan bakar
Health programs;93131702;Sanitation programs;Bahan baku, bahan kimia, kertas, bahan bakar
Health programs;93131703;Research programs;Bahan baku, bahan kimia, kertas, bahan bakar
Health programs;93131704;Disease prevention or control services;Bahan baku, bahan kimia, kertas, bahan bakar
Health programs;93131705;Drug abuse prevention or control programs;Program pencegahan atau pengendalian penyalahgunaan narkoba
Humanitarian aid and relief;93131800;Disaster preparedness and relief;Bahan baku, bahan kimia, kertas, bahan bakar
Disaster preparedness and relief;93131801;Disaster warning services;Bahan baku, bahan kimia, kertas, bahan bakar
Disaster preparedness and relief;93131802;Disaster preparedness response services;Bahan baku, bahan kimia, kertas, bahan bakar
Disaster preparedness and relief;93131803;Emergency housing services;Bahan baku, bahan kimia, kertas, bahan bakar
Community and social services;93141500;Social development and services;Bahan baku, bahan kimia, kertas, bahan bakar
Social development and services;93141501;Social policy services;Bahan baku, bahan kimia, kertas, bahan bakar
Social development and services;93141502;Social security legislation services;Bahan baku, bahan kimia, kertas, bahan bakar
Social development and services;93141503;Social planning services;Layanan perencanaan sosial
Social development and services;93141506;Social welfare services;Bahan baku, bahan kimia, kertas, bahan bakar
Social development and services;93141507;Social work administration services;Bahan baku, bahan kimia, kertas, bahan bakar
Social development and services;93141508;Voluntary service management;Bahan baku, bahan kimia, kertas, bahan bakar
Social development and services;93141509;Social problems analysis or management services;Bahan baku, bahan kimia, kertas, bahan bakar
Social development and services;93141510;Social structure studies or related services;Bahan baku, bahan kimia, kertas, bahan bakar
Social development and services;93141511;Social groups studies or related services;Bahan baku, bahan kimia, kertas, bahan bakar
Social development and services;93141513;Social justice or legislation services;Bahan baku, bahan kimia, kertas, bahan bakar
Community and social services;93141600;Population;Populasi
Population;93141601;Population census services;Bahan baku, bahan kimia, kertas, bahan bakar
Population;93141602;Population sample surveys services;Bahan baku, bahan kimia, kertas, bahan bakar
Population;93141603;Birth reporting or control services;Bahan baku, bahan kimia, kertas, bahan bakar
Population;93141604;Population control services;Bahan baku, bahan kimia, kertas, bahan bakar
Population;93141605;Population trends or projections services;Bahan baku, bahan kimia, kertas, bahan bakar
Population;93141608;Population distribution or analysis services;Bahan baku, bahan kimia, kertas, bahan bakar
Population;93141609;Population composition analysis services;Bahan baku, bahan kimia, kertas, bahan bakar
Population;93141610;Demographic studies;Studi demografis
Population;93141612;Family planning programs or services;Bahan baku, bahan kimia, kertas, bahan bakar
Community and social services;93141700;Culture;Bahan baku, bahan kimia, kertas, bahan bakar
Culture;93141701;Cultural events organizations;Bahan baku, bahan kimia, kertas, bahan bakar
Culture;93141702;Culture promotional services;Bahan baku, bahan kimia, kertas, bahan bakar
Culture;93141706;Minorities protection services;Bahan baku, bahan kimia, kertas, bahan bakar
Culture;93141707;Cultural heritage preservation or promotion services;Bahan baku, bahan kimia, kertas, bahan bakar
Culture;93141709;Cultural policy services;Bahan baku, bahan kimia, kertas, bahan bakar
Culture;93141710;Archaic or indigenous language services;Layanan bahasa kuno atau pribumi
Culture;93141711;Traditional handcrafts promotion services;Bahan baku, bahan kimia, kertas, bahan bakar
Culture;93141712;Protection of intellectual or cultural property services;Bahan baku, bahan kimia, kertas, bahan bakar
Culture;93141713;Historic sites or monuments protection services;Bahan baku, bahan kimia, kertas, bahan bakar
Community and social services;93141800;Employment;Bahan baku, bahan kimia, kertas, bahan bakar
Employment;93141801;Employment promotion or planning services;Bahan baku, bahan kimia, kertas, bahan bakar
Employment;93141802;Recruitment services;Bahan baku, bahan kimia, kertas, bahan bakar
Employment;93141803;International labor standards services;Bahan baku, bahan kimia, kertas, bahan bakar
Employment;93141804;International labor registration services;Layanan pendaftaran tenaga kerja internasional
Employment;93141805;Unemployment services;Bahan baku, bahan kimia, kertas, bahan bakar
Employment;93141806;Employment statistics or forecasting services;Bahan baku, bahan kimia, kertas, bahan bakar
Employment;93141807;Work time arrangements;Bahan baku, bahan kimia, kertas, bahan bakar
Employment;93141808;Occupational health or safety services;Bahan baku, bahan kimia, kertas, bahan bakar
Employment;93141810;Career development services;Bahan baku, bahan kimia, kertas, bahan bakar
Employment;93141811;Promotional services;Bahan baku, bahan kimia, kertas, bahan bakar
Employment;93141812;Labor inspection services;Bahan baku, bahan kimia, kertas, bahan bakar
Employment;93141813;Work council services;Layanan dewan kerja
Employment;93141814;International labor services;Bahan baku, bahan kimia, kertas, bahan bakar
Community and social services;93141900;Rural development;Bahan baku, bahan kimia, kertas, bahan bakar
Rural development;93141902;Rural investment services;Bahan baku, bahan kimia, kertas, bahan bakar
Rural development;93141905;Agricultural research services;Bahan baku, bahan kimia, kertas, bahan bakar
Rural development;93141906;Farmers or peasants organizations services;Bahan baku, bahan kimia, kertas, bahan bakar
Rural development;93141907;Womens services in agricultural production or rural development;Bahan baku, bahan kimia, kertas, bahan bakar
Rural development;93141908;Agrarian reform or land settlement services;Bahan baku, bahan kimia, kertas, bahan bakar
Rural development;93141909;Land administration services;Layanan administrasi pertanahan
Community and social services;93142000;Urban development;Bahan baku, bahan kimia, kertas, bahan bakar
Urban development;93142001;Urban development planning services;Bahan baku, bahan kimia, kertas, bahan bakar
Urban development;93142002;Urban land administration services;Bahan baku, bahan kimia, kertas, bahan bakar
Urban development;93142003;Urban investment programming services;Bahan baku, bahan kimia, kertas, bahan bakar
Urban development;93142004;Slum redevelopment services;Bahan baku, bahan kimia, kertas, bahan bakar
Urban development;93142005;Urban lighting services;Bahan baku, bahan kimia, kertas, bahan bakar
Urban development;93142006;Urban development control or regulations services;Bahan baku, bahan kimia, kertas, bahan bakar
Urban development;93142007;Urban building standards or regulations services;Layanan standar atau peraturan bangunan perkotaan
Urban development;93142008;Urban community services;Bahan baku, bahan kimia, kertas, bahan bakar
Urban development;93142009;Urban project or program administration or management services;Bahan baku, bahan kimia, kertas, bahan bakar
Community and social services;93142100;Regional development;Bahan baku, bahan kimia, kertas, bahan bakar
Regional development;93142101;Regional development planning services;Bahan baku, bahan kimia, kertas, bahan bakar
Regional development;93142102;Economic cooperation services;Bahan baku, bahan kimia, kertas, bahan bakar
Regional development;93142103;Technical cooperation services;Bahan baku, bahan kimia, kertas, bahan bakar
Regional development;93142104;Sectoral planning services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration and finance services;93151500;Public administration;Administrasi publik
Public administration;93151501;Public enterprises management or financial services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151502;Public enterprises information or control systems services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151503;Privatization programs;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151504;Administrative reform services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151505;Administrative agencies services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151506;Administrative economic council services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151507;Administrative procedures or services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151508;Government departments services;Layanan departemen pemerintah
Public administration;93151509;Government information services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151510;Administrative fees or tax collection services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151511;Administrative acts ratification or implementation services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151512;Public institutions services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151513;Multinational public corporations services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151514;Ombudsman services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration;93151515;National planning services;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration and finance services;93151600;Public finance;Keuangan publik
Public finance;93151601;Program budgeting services;Bahan baku, bahan kimia, kertas, bahan bakar
Public finance;93151602;Government budgeting services;Bahan baku, bahan kimia, kertas, bahan bakar
Public finance;93151603;Budget or public investment management;Bahan baku, bahan kimia, kertas, bahan bakar
Public finance;93151605;Government finance services;Bahan baku, bahan kimia, kertas, bahan bakar
Public finance;93151606;Government accounting services;Bahan baku, bahan kimia, kertas, bahan bakar
Public finance;93151607;Government auditing services;Bahan baku, bahan kimia, kertas, bahan bakar
Public finance;93151608;Government or central bank services;Bahan baku, bahan kimia, kertas, bahan bakar
Public finance;93151610;Tax collection services;Layanan pemungutan pajak
Public finance;93151611;Subsidies;Bahan baku, bahan kimia, kertas, bahan bakar
Public administration and finance services;93151700;Currency;Bahan baku, bahan kimia, kertas, bahan bakar
Taxation;93161500;Income tax;Bahan baku, bahan kimia, kertas, bahan bakar
Income tax;93161501;National income tax;Bahan baku, bahan kimia, kertas, bahan bakar
Income tax;93161502;Municipal income tax;Bahan baku, bahan kimia, kertas, bahan bakar
Income tax;93161503;Capital gains tax;Bahan baku, bahan kimia, kertas, bahan bakar
